Time,function/execution_times.cloud_function.ALIGN_PERCENTILE_99.REDUCE_MEAN.metric.type="cloudfunctions.googleapis.com/function/execution_times" 
Wed Apr 28 2021 04:45:00 GMT-0500 (Central Daylight Time),21944283732.723
Wed Apr 28 2021 04:46:00 GMT-0500 (Central Daylight Time),21922024062.385826
Wed Apr 28 2021 04:47:00 GMT-0500 (Central Daylight Time),21900669416.830563
Wed Apr 28 2021 04:48:00 GMT-0500 (Central Daylight Time),21895056677.483402
Wed Apr 28 2021 04:49:00 GMT-0500 (Central Daylight Time),21915669044.601555
Wed Apr 28 2021 04:50:00 GMT-0500 (Central Daylight Time),21879897376.888783
Wed Apr 28 2021 04:51:00 GMT-0500 (Central Daylight Time),21887512637.610023
Wed Apr 28 2021 04:52:00 GMT-0500 (Central Daylight Time),21892496468.15484
Wed Apr 28 2021 04:53:00 GMT-0500 (Central Daylight Time),21905581419.095985
Wed Apr 28 2021 04:54:00 GMT-0500 (Central Daylight Time),21881137009.389183
Wed Apr 28 2021 04:55:00 GMT-0500 (Central Daylight Time),21949095315.77476
Wed Apr 28 2021 04:56:00 GMT-0500 (Central Daylight Time),22206900483.36724
Wed Apr 28 2021 04:57:00 GMT-0500 (Central Daylight Time),22212464613.1387
Wed Apr 28 2021 04:58:00 GMT-0500 (Central Daylight Time),22236735082.378788
Wed Apr 28 2021 04:59:00 GMT-0500 (Central Daylight Time),22252675775.709408
Wed Apr 28 2021 05:00:00 GMT-0500 (Central Daylight Time),22225579039.09454
Wed Apr 28 2021 05:01:00 GMT-0500 (Central Daylight Time),21966176240.93098
Wed Apr 28 2021 05:02:00 GMT-0500 (Central Daylight Time),22224267574.053593
Wed Apr 28 2021 05:03:00 GMT-0500 (Central Daylight Time),22210454953.46589
Wed Apr 28 2021 05:04:00 GMT-0500 (Central Daylight Time),21998957247.620754
Wed Apr 28 2021 05:05:00 GMT-0500 (Central Daylight Time),21972830707.05358
Wed Apr 28 2021 05:06:00 GMT-0500 (Central Daylight Time),22492326227.09588
Wed Apr 28 2021 05:07:00 GMT-0500 (Central Daylight Time),22571615591.77779
Wed Apr 28 2021 05:08:00 GMT-0500 (Central Daylight Time),22637948280.144287
Wed Apr 28 2021 05:09:00 GMT-0500 (Central Daylight Time),22200243858.189564
Wed Apr 28 2021 05:10:00 GMT-0500 (Central Daylight Time),22235385975.08901
Wed Apr 28 2021 05:11:00 GMT-0500 (Central Daylight Time),22277402577.914394
Wed Apr 28 2021 05:12:00 GMT-0500 (Central Daylight Time),22217996519.562645
Wed Apr 28 2021 05:13:00 GMT-0500 (Central Daylight Time),22200494196.642506
Wed Apr 28 2021 05:14:00 GMT-0500 (Central Daylight Time),22253758397.397625
Wed Apr 28 2021 05:15:00 GMT-0500 (Central Daylight Time),22211776764.92851
Wed Apr 28 2021 05:16:00 GMT-0500 (Central Daylight Time),22232416344.788464
Wed Apr 28 2021 05:17:00 GMT-0500 (Central Daylight Time),22225156065.570724
Wed Apr 28 2021 05:18:00 GMT-0500 (Central Daylight Time),21889049984.741116
Wed Apr 28 2021 05:19:00 GMT-0500 (Central Daylight Time),22224853639.938633
Wed Apr 28 2021 05:20:00 GMT-0500 (Central Daylight Time),22213269850.709034
Wed Apr 28 2021 05:21:00 GMT-0500 (Central Daylight Time),22242547742.968166
Wed Apr 28 2021 05:22:00 GMT-0500 (Central Daylight Time),22190703891.09928
Wed Apr 28 2021 05:23:00 GMT-0500 (Central Daylight Time),21878173191.011097
Wed Apr 28 2021 05:24:00 GMT-0500 (Central Daylight Time),21884169172.678482
Wed Apr 28 2021 05:25:00 GMT-0500 (Central Daylight Time),21936696933.97919
Wed Apr 28 2021 05:26:00 GMT-0500 (Central Daylight Time),21909867091.344273
Wed Apr 28 2021 05:27:00 GMT-0500 (Central Daylight Time),21910929347.704315
Wed Apr 28 2021 05:28:00 GMT-0500 (Central Daylight Time),21953495437.02154
Wed Apr 28 2021 05:29:00 GMT-0500 (Central Daylight Time),21909424612.960285
Wed Apr 28 2021 05:30:00 GMT-0500 (Central Daylight Time),21909080727.892967
Wed Apr 28 2021 05:31:00 GMT-0500 (Central Daylight Time),21876381376.83219
Wed Apr 28 2021 05:32:00 GMT-0500 (Central Daylight Time),21879699668.6263
Wed Apr 28 2021 05:33:00 GMT-0500 (Central Daylight Time),21896122301.419025
Wed Apr 28 2021 05:34:00 GMT-0500 (Central Daylight Time),22044510266.21657
Wed Apr 28 2021 05:35:00 GMT-0500 (Central Daylight Time),22216802998.245964
Wed Apr 28 2021 05:36:00 GMT-0500 (Central Daylight Time),22214010565.09969
Wed Apr 28 2021 05:37:00 GMT-0500 (Central Daylight Time),22203888983.34345
Wed Apr 28 2021 05:38:00 GMT-0500 (Central Daylight Time),21868119714.800617
Wed Apr 28 2021 05:39:00 GMT-0500 (Central Daylight Time),22213968249.805843
Wed Apr 28 2021 05:40:00 GMT-0500 (Central Daylight Time),22199348205.756107
Wed Apr 28 2021 05:41:00 GMT-0500 (Central Daylight Time),22225499042.767735
Wed Apr 28 2021 05:42:00 GMT-0500 (Central Daylight Time),22179991630.78098
Wed Apr 28 2021 05:43:00 GMT-0500 (Central Daylight Time),22196281974.04842
Wed Apr 28 2021 05:44:00 GMT-0500 (Central Daylight Time),22225708654.26083
Wed Apr 28 2021 05:45:00 GMT-0500 (Central Daylight Time),21924093173.91532
Wed Apr 28 2021 05:46:00 GMT-0500 (Central Daylight Time),22196045988.32066
Wed Apr 28 2021 05:47:00 GMT-0500 (Central Daylight Time),22191778555.589817
Wed Apr 28 2021 05:48:00 GMT-0500 (Central Daylight Time),22205882828.35586
Wed Apr 28 2021 05:49:00 GMT-0500 (Central Daylight Time),22204869861.327938
Wed Apr 28 2021 05:50:00 GMT-0500 (Central Daylight Time),22206041759.194027
Wed Apr 28 2021 05:51:00 GMT-0500 (Central Daylight Time),22203238223.749653
Wed Apr 28 2021 05:52:00 GMT-0500 (Central Daylight Time),22211240761.769253
Wed Apr 28 2021 05:53:00 GMT-0500 (Central Daylight Time),22189284153.395935
Wed Apr 28 2021 05:54:00 GMT-0500 (Central Daylight Time),22218372663.832775
Wed Apr 28 2021 05:55:00 GMT-0500 (Central Daylight Time),22058346055.960476
Wed Apr 28 2021 05:56:00 GMT-0500 (Central Daylight Time),21999842414.04342
Wed Apr 28 2021 05:57:00 GMT-0500 (Central Daylight Time),22073392684.2787
Wed Apr 28 2021 05:58:00 GMT-0500 (Central Daylight Time),22056552446.71892
Wed Apr 28 2021 05:59:00 GMT-0500 (Central Daylight Time),22082132627.646957
Wed Apr 28 2021 06:00:00 GMT-0500 (Central Daylight Time),22029558363.85264
Wed Apr 28 2021 06:01:00 GMT-0500 (Central Daylight Time),22019082798.18326
Wed Apr 28 2021 06:02:00 GMT-0500 (Central Daylight Time),22038977293.483524
Wed Apr 28 2021 06:03:00 GMT-0500 (Central Daylight Time),533477286.58344865
Wed Apr 28 2021 06:04:00 GMT-0500 (Central Daylight Time),376758872.1391996
Wed Apr 28 2021 06:05:00 GMT-0500 (Central Daylight Time),282636932.69316936
Wed Apr 28 2021 06:06:00 GMT-0500 (Central Daylight Time),346446956.0753246
Wed Apr 28 2021 06:07:00 GMT-0500 (Central Daylight Time),311270949.48454225
Wed Apr 28 2021 06:08:00 GMT-0500 (Central Daylight Time),274432493.7891673
Wed Apr 28 2021 06:09:00 GMT-0500 (Central Daylight Time),374088264.057206
Wed Apr 28 2021 06:10:00 GMT-0500 (Central Daylight Time),448900801.0294452
Wed Apr 28 2021 06:11:00 GMT-0500 (Central Daylight Time),21876308079.183887
Wed Apr 28 2021 06:12:00 GMT-0500 (Central Daylight Time),21878620831.07643
Wed Apr 28 2021 06:13:00 GMT-0500 (Central Daylight Time),21852284571.564175
Wed Apr 28 2021 06:14:00 GMT-0500 (Central Daylight Time),22520693560.51961
Wed Apr 28 2021 06:15:00 GMT-0500 (Central Daylight Time),21943022965.61647
Wed Apr 28 2021 06:16:00 GMT-0500 (Central Daylight Time),22156577879.090443
Wed Apr 28 2021 06:17:00 GMT-0500 (Central Daylight Time),461884666.0052428
Wed Apr 28 2021 06:18:00 GMT-0500 (Central Daylight Time),455764181.1833023
Wed Apr 28 2021 06:19:00 GMT-0500 (Central Daylight Time),552967419.160773
Wed Apr 28 2021 06:20:00 GMT-0500 (Central Daylight Time),538363599.2096878
Wed Apr 28 2021 06:21:00 GMT-0500 (Central Daylight Time),467075629.9263016
Wed Apr 28 2021 06:22:00 GMT-0500 (Central Daylight Time),460988029.7092705
Wed Apr 28 2021 06:23:00 GMT-0500 (Central Daylight Time),445036159.99109864
Wed Apr 28 2021 06:24:00 GMT-0500 (Central Daylight Time),518270184.4161077
Wed Apr 28 2021 06:25:00 GMT-0500 (Central Daylight Time),463248201.24696237
Wed Apr 28 2021 06:26:00 GMT-0500 (Central Daylight Time),615027863.7089015
Wed Apr 28 2021 06:27:00 GMT-0500 (Central Daylight Time),471946918.2708348
Wed Apr 28 2021 06:28:00 GMT-0500 (Central Daylight Time),475893789.6452877
Wed Apr 28 2021 06:29:00 GMT-0500 (Central Daylight Time),21921766314.608788
Wed Apr 28 2021 06:30:00 GMT-0500 (Central Daylight Time),21874325344.566875
Wed Apr 28 2021 06:31:00 GMT-0500 (Central Daylight Time),21891559162.731186
Wed Apr 28 2021 06:32:00 GMT-0500 (Central Daylight Time),21889417453.11467
Wed Apr 28 2021 06:33:00 GMT-0500 (Central Daylight Time),21870325921.94463
Wed Apr 28 2021 06:34:00 GMT-0500 (Central Daylight Time),21866364418.395126
Wed Apr 28 2021 06:35:00 GMT-0500 (Central Daylight Time),22116142290.61887
Wed Apr 28 2021 06:36:00 GMT-0500 (Central Daylight Time),21957845220.195812
Wed Apr 28 2021 06:37:00 GMT-0500 (Central Daylight Time),21907572253.312634
Wed Apr 28 2021 06:38:00 GMT-0500 (Central Daylight Time),21931263976.19602
Wed Apr 28 2021 06:39:00 GMT-0500 (Central Daylight Time),22328458098.033176
Wed Apr 28 2021 06:40:00 GMT-0500 (Central Daylight Time),22317333538.12631
Wed Apr 28 2021 06:41:00 GMT-0500 (Central Daylight Time),896249572.8179677
Wed Apr 28 2021 06:42:00 GMT-0500 (Central Daylight Time),22238809652.358
Wed Apr 28 2021 06:43:00 GMT-0500 (Central Daylight Time),36979140898.6229
Wed Apr 28 2021 06:44:00 GMT-0500 (Central Daylight Time),22219817761.396755
Wed Apr 28 2021 06:45:00 GMT-0500 (Central Daylight Time),22199247056.467136
Wed Apr 28 2021 06:46:00 GMT-0500 (Central Daylight Time),21909918273.204964
Wed Apr 28 2021 06:47:00 GMT-0500 (Central Daylight Time),21905909860.557667
Wed Apr 28 2021 06:48:00 GMT-0500 (Central Daylight Time),22162341980.29835
Wed Apr 28 2021 06:49:00 GMT-0500 (Central Daylight Time),21913943419.56387
Wed Apr 28 2021 06:50:00 GMT-0500 (Central Daylight Time),21901225403.044765
Wed Apr 28 2021 06:51:00 GMT-0500 (Central Daylight Time),21927250692.57736
Wed Apr 28 2021 06:52:00 GMT-0500 (Central Daylight Time),21932966672.776127
Wed Apr 28 2021 06:53:00 GMT-0500 (Central Daylight Time),22081574325.712246
Wed Apr 28 2021 06:54:00 GMT-0500 (Central Daylight Time),22087989951.607655
Wed Apr 28 2021 06:55:00 GMT-0500 (Central Daylight Time),485929560.0204984
Wed Apr 28 2021 06:56:00 GMT-0500 (Central Daylight Time),538208752.1572978
Wed Apr 28 2021 06:57:00 GMT-0500 (Central Daylight Time),548608291.2881546
Wed Apr 28 2021 06:58:00 GMT-0500 (Central Daylight Time),494141580.3438643
Wed Apr 28 2021 06:59:00 GMT-0500 (Central Daylight Time),455855569.2304603
Wed Apr 28 2021 07:00:00 GMT-0500 (Central Daylight Time),519981697.51799864
Wed Apr 28 2021 07:01:00 GMT-0500 (Central Daylight Time),864172560.0566006
Wed Apr 28 2021 07:02:00 GMT-0500 (Central Daylight Time),22359647925.67378
Wed Apr 28 2021 07:03:00 GMT-0500 (Central Daylight Time),921075106.8055599
Wed Apr 28 2021 07:04:00 GMT-0500 (Central Daylight Time),883950154.8500929
Wed Apr 28 2021 07:05:00 GMT-0500 (Central Daylight Time),22308285271.95406
Wed Apr 28 2021 07:06:00 GMT-0500 (Central Daylight Time),889634671.562381
Wed Apr 28 2021 07:07:00 GMT-0500 (Central Daylight Time),864124559.768353
Wed Apr 28 2021 07:08:00 GMT-0500 (Central Daylight Time),891556708.1709198
Wed Apr 28 2021 07:09:00 GMT-0500 (Central Daylight Time),920459509.090783
Wed Apr 28 2021 07:10:00 GMT-0500 (Central Daylight Time),865649537.8104274
Wed Apr 28 2021 07:11:00 GMT-0500 (Central Daylight Time),22006367516.32857
Wed Apr 28 2021 07:12:00 GMT-0500 (Central Daylight Time),21901142195.720093
Wed Apr 28 2021 07:13:00 GMT-0500 (Central Daylight Time),21884400422.315483
Wed Apr 28 2021 07:14:00 GMT-0500 (Central Daylight Time),21873189460.48566
Wed Apr 28 2021 07:15:00 GMT-0500 (Central Daylight Time),21864299449.525692
Wed Apr 28 2021 07:16:00 GMT-0500 (Central Daylight Time),21878876835.27305
Wed Apr 28 2021 07:17:00 GMT-0500 (Central Daylight Time),21876373231.6897
Wed Apr 28 2021 07:18:00 GMT-0500 (Central Daylight Time),21889244575.639744
Wed Apr 28 2021 07:19:00 GMT-0500 (Central Daylight Time),21897060135.734287
Wed Apr 28 2021 07:20:00 GMT-0500 (Central Daylight Time),21891570461.85072
Wed Apr 28 2021 07:21:00 GMT-0500 (Central Daylight Time),21925646545.799065
Wed Apr 28 2021 07:22:00 GMT-0500 (Central Daylight Time),21914514542.606625
Wed Apr 28 2021 07:23:00 GMT-0500 (Central Daylight Time),21952377323.56654
Wed Apr 28 2021 07:24:00 GMT-0500 (Central Daylight Time),21955015683.86516
Wed Apr 28 2021 07:25:00 GMT-0500 (Central Daylight Time),22046867050.036594
Wed Apr 28 2021 07:26:00 GMT-0500 (Central Daylight Time),854740375.2361541
Wed Apr 28 2021 07:27:00 GMT-0500 (Central Daylight Time),898683393.3391664
Wed Apr 28 2021 07:28:00 GMT-0500 (Central Daylight Time),889251374.5639323
Wed Apr 28 2021 07:29:00 GMT-0500 (Central Daylight Time),923683415.9302355
Wed Apr 28 2021 07:30:00 GMT-0500 (Central Daylight Time),879368490.6156723
Wed Apr 28 2021 07:31:00 GMT-0500 (Central Daylight Time),22358987052.797745
Wed Apr 28 2021 07:32:00 GMT-0500 (Central Daylight Time),22248597076.03288
Wed Apr 28 2021 07:33:00 GMT-0500 (Central Daylight Time),22215941276.8047
Wed Apr 28 2021 07:34:00 GMT-0500 (Central Daylight Time),22220712065.29812
Wed Apr 28 2021 07:35:00 GMT-0500 (Central Daylight Time),22210172434.26776
Wed Apr 28 2021 07:36:00 GMT-0500 (Central Daylight Time),22211213186.344124
Wed Apr 28 2021 07:37:00 GMT-0500 (Central Daylight Time),22208392353.40271
Wed Apr 28 2021 07:38:00 GMT-0500 (Central Daylight Time),22205044932.67559
Wed Apr 28 2021 07:39:00 GMT-0500 (Central Daylight Time),22231518781.684673
Wed Apr 28 2021 07:40:00 GMT-0500 (Central Daylight Time),22224261831.52934
Wed Apr 28 2021 07:41:00 GMT-0500 (Central Daylight Time),22224723989.913197
Wed Apr 28 2021 07:42:00 GMT-0500 (Central Daylight Time),22684406450.709034
Wed Apr 28 2021 07:43:00 GMT-0500 (Central Daylight Time),22315567892.04254
Wed Apr 28 2021 07:44:00 GMT-0500 (Central Daylight Time),22662861741.365177
Wed Apr 28 2021 07:45:00 GMT-0500 (Central Daylight Time),22240052756.657288
Wed Apr 28 2021 07:46:00 GMT-0500 (Central Daylight Time),22272416820.24686
Wed Apr 28 2021 07:47:00 GMT-0500 (Central Daylight Time),22203847068.016094
Wed Apr 28 2021 07:48:00 GMT-0500 (Central Daylight Time),22244344889.365208
Wed Apr 28 2021 07:49:00 GMT-0500 (Central Daylight Time),22224241015.718685
Wed Apr 28 2021 07:50:00 GMT-0500 (Central Daylight Time),22201646385.794357
Wed Apr 28 2021 07:51:00 GMT-0500 (Central Daylight Time),22201034482.631138
Wed Apr 28 2021 07:52:00 GMT-0500 (Central Daylight Time),22208352504.490856
Wed Apr 28 2021 07:53:00 GMT-0500 (Central Daylight Time),22213837251.67831
Wed Apr 28 2021 07:54:00 GMT-0500 (Central Daylight Time),22228655995.152813
Wed Apr 28 2021 07:55:00 GMT-0500 (Central Daylight Time),22247045036.124973
Wed Apr 28 2021 07:56:00 GMT-0500 (Central Daylight Time),22247847041.80019
Wed Apr 28 2021 07:57:00 GMT-0500 (Central Daylight Time),22230145243.889572
Wed Apr 28 2021 07:58:00 GMT-0500 (Central Daylight Time),22751867426.518196
Wed Apr 28 2021 07:59:00 GMT-0500 (Central Daylight Time),22643543420.942913
Wed Apr 28 2021 08:00:00 GMT-0500 (Central Daylight Time),22214787181.273155
Wed Apr 28 2021 08:01:00 GMT-0500 (Central Daylight Time),22265580361.91831
Wed Apr 28 2021 08:02:00 GMT-0500 (Central Daylight Time),22301380267.738678
Wed Apr 28 2021 08:03:00 GMT-0500 (Central Daylight Time),22231290315.162235
Wed Apr 28 2021 08:04:00 GMT-0500 (Central Daylight Time),22239269981.910477
Wed Apr 28 2021 08:05:00 GMT-0500 (Central Daylight Time),22234679235.726887
Wed Apr 28 2021 08:06:00 GMT-0500 (Central Daylight Time),21945602821.906914
Wed Apr 28 2021 08:07:00 GMT-0500 (Central Daylight Time),22237916071.765682
Wed Apr 28 2021 08:08:00 GMT-0500 (Central Daylight Time),22240941640.471714
Wed Apr 28 2021 08:09:00 GMT-0500 (Central Daylight Time),22211363491.572174
Wed Apr 28 2021 08:10:00 GMT-0500 (Central Daylight Time),22226097425.1117
Wed Apr 28 2021 08:11:00 GMT-0500 (Central Daylight Time),22235710984.31985
Wed Apr 28 2021 08:12:00 GMT-0500 (Central Daylight Time),22266943690.05108
Wed Apr 28 2021 08:13:00 GMT-0500 (Central Daylight Time),22206877116.06614
Wed Apr 28 2021 08:14:00 GMT-0500 (Central Daylight Time),22253759992.9863
Wed Apr 28 2021 08:15:00 GMT-0500 (Central Daylight Time),21945745801.08229
Wed Apr 28 2021 08:16:00 GMT-0500 (Central Daylight Time),21994434627.884716
Wed Apr 28 2021 08:17:00 GMT-0500 (Central Daylight Time),22029076837.06163
Wed Apr 28 2021 08:18:00 GMT-0500 (Central Daylight Time),21980235367.29939
Wed Apr 28 2021 08:19:00 GMT-0500 (Central Daylight Time),21904896799.880665
Wed Apr 28 2021 08:20:00 GMT-0500 (Central Daylight Time),21873592766.166317
Wed Apr 28 2021 08:21:00 GMT-0500 (Central Daylight Time),21903588192.09087
Wed Apr 28 2021 08:22:00 GMT-0500 (Central Daylight Time),21874707674.944893
Wed Apr 28 2021 08:23:00 GMT-0500 (Central Daylight Time),21882464219.92802
Wed Apr 28 2021 08:24:00 GMT-0500 (Central Daylight Time),21882508079.59611
Wed Apr 28 2021 08:25:00 GMT-0500 (Central Daylight Time),21903604033.175014
Wed Apr 28 2021 08:26:00 GMT-0500 (Central Daylight Time),21907190510.803402
Wed Apr 28 2021 08:27:00 GMT-0500 (Central Daylight Time),22217372434.250874
Wed Apr 28 2021 08:28:00 GMT-0500 (Central Daylight Time),22226475684.044502
Wed Apr 28 2021 08:29:00 GMT-0500 (Central Daylight Time),22214563734.001514
Wed Apr 28 2021 08:30:00 GMT-0500 (Central Daylight Time),22217695009.28666
Wed Apr 28 2021 08:31:00 GMT-0500 (Central Daylight Time),22222655534.533764
Wed Apr 28 2021 08:32:00 GMT-0500 (Central Daylight Time),22237934143.119144
Wed Apr 28 2021 08:33:00 GMT-0500 (Central Daylight Time),22259170431.40693
Wed Apr 28 2021 08:34:00 GMT-0500 (Central Daylight Time),22269417144.393635
Wed Apr 28 2021 08:35:00 GMT-0500 (Central Daylight Time),22291107935.33207
Wed Apr 28 2021 08:36:00 GMT-0500 (Central Daylight Time),22280743518.750923
Wed Apr 28 2021 08:37:00 GMT-0500 (Central Daylight Time),877137061.7650409
Wed Apr 28 2021 08:38:00 GMT-0500 (Central Daylight Time),855219094.6178635
Wed Apr 28 2021 08:39:00 GMT-0500 (Central Daylight Time),881844254.6301725
Wed Apr 28 2021 08:40:00 GMT-0500 (Central Daylight Time),885938403.8546734
Wed Apr 28 2021 08:41:00 GMT-0500 (Central Daylight Time),1107493678.0276804
Wed Apr 28 2021 08:42:00 GMT-0500 (Central Daylight Time),887199892.5971189
Wed Apr 28 2021 08:43:00 GMT-0500 (Central Daylight Time),864472732.2401245
Wed Apr 28 2021 08:44:00 GMT-0500 (Central Daylight Time),799521749.7449914
Wed Apr 28 2021 08:45:00 GMT-0500 (Central Daylight Time),835628130.9317783
Wed Apr 28 2021 08:46:00 GMT-0500 (Central Daylight Time),471102163.5497033
Wed Apr 28 2021 08:47:00 GMT-0500 (Central Daylight Time),463857230.2603204
Wed Apr 28 2021 08:48:00 GMT-0500 (Central Daylight Time),701310485.0256636
Wed Apr 28 2021 08:49:00 GMT-0500 (Central Daylight Time),474590473.2502973
Wed Apr 28 2021 08:50:00 GMT-0500 (Central Daylight Time),502497803.66965646
Wed Apr 28 2021 08:51:00 GMT-0500 (Central Daylight Time),558166060.318391
Wed Apr 28 2021 08:52:00 GMT-0500 (Central Daylight Time),525436459.0353637
Wed Apr 28 2021 08:53:00 GMT-0500 (Central Daylight Time),580296448.7172723
Wed Apr 28 2021 08:54:00 GMT-0500 (Central Daylight Time),697287890.3083119
Wed Apr 28 2021 08:55:00 GMT-0500 (Central Daylight Time),509350010.0498076
Wed Apr 28 2021 08:56:00 GMT-0500 (Central Daylight Time),633364334.9841614
Wed Apr 28 2021 08:57:00 GMT-0500 (Central Daylight Time),688369346.7858244
Wed Apr 28 2021 08:58:00 GMT-0500 (Central Daylight Time),854102546.6927003
Wed Apr 28 2021 08:59:00 GMT-0500 (Central Daylight Time),886432570.6453241
Wed Apr 28 2021 09:00:00 GMT-0500 (Central Daylight Time),870818532.2520698
Wed Apr 28 2021 09:02:00 GMT-0500 (Central Daylight Time),909487572.5021552
Wed Apr 28 2021 09:03:00 GMT-0500 (Central Daylight Time),858352643.5182562
Wed Apr 28 2021 09:04:00 GMT-0500 (Central Daylight Time),930468017.0066857
Wed Apr 28 2021 09:05:00 GMT-0500 (Central Daylight Time),842307376.2500168
Wed Apr 28 2021 09:06:00 GMT-0500 (Central Daylight Time),883421781.0874406
Wed Apr 28 2021 09:07:00 GMT-0500 (Central Daylight Time),890355788.1042659
Wed Apr 28 2021 09:08:00 GMT-0500 (Central Daylight Time),968388650.9917955
Wed Apr 28 2021 09:09:00 GMT-0500 (Central Daylight Time),878097801.4833245
Wed Apr 28 2021 09:10:00 GMT-0500 (Central Daylight Time),881062625.3726118
Wed Apr 28 2021 09:11:00 GMT-0500 (Central Daylight Time),901136004.7568024
Wed Apr 28 2021 09:12:00 GMT-0500 (Central Daylight Time),902101312.0755676
Wed Apr 28 2021 09:13:00 GMT-0500 (Central Daylight Time),903553010.1822113
Wed Apr 28 2021 09:14:00 GMT-0500 (Central Daylight Time),883133792.88782
Wed Apr 28 2021 09:15:00 GMT-0500 (Central Daylight Time),849435378.8866785
Wed Apr 28 2021 09:16:00 GMT-0500 (Central Daylight Time),910087234.713869
Wed Apr 28 2021 09:17:00 GMT-0500 (Central Daylight Time),869940367.5446541
Wed Apr 28 2021 09:18:00 GMT-0500 (Central Daylight Time),885504934.3353957
Wed Apr 28 2021 09:19:00 GMT-0500 (Central Daylight Time),924947191.0674736
Wed Apr 28 2021 09:20:00 GMT-0500 (Central Daylight Time),958280715.1247048
Wed Apr 28 2021 09:21:00 GMT-0500 (Central Daylight Time),997889984.5977311
Wed Apr 28 2021 09:22:00 GMT-0500 (Central Daylight Time),913842553.3408673
Wed Apr 28 2021 09:23:00 GMT-0500 (Central Daylight Time),1094092375.6505287
Wed Apr 28 2021 09:24:00 GMT-0500 (Central Daylight Time),1006282107.5933111
Wed Apr 28 2021 09:25:00 GMT-0500 (Central Daylight Time),893966871.6695756
Wed Apr 28 2021 09:26:00 GMT-0500 (Central Daylight Time),923464955.8112113
Wed Apr 28 2021 09:27:00 GMT-0500 (Central Daylight Time),968691993.7821453
Wed Apr 28 2021 09:28:00 GMT-0500 (Central Daylight Time),896353250.5677226
Wed Apr 28 2021 09:29:00 GMT-0500 (Central Daylight Time),860610731.887398
Wed Apr 28 2021 09:30:00 GMT-0500 (Central Daylight Time),852937582.3289348
Wed Apr 28 2021 09:31:00 GMT-0500 (Central Daylight Time),976002098.4881213
Wed Apr 28 2021 09:32:00 GMT-0500 (Central Daylight Time),1007267591.629364
Wed Apr 28 2021 09:33:00 GMT-0500 (Central Daylight Time),909680482.2443962
Wed Apr 28 2021 09:34:00 GMT-0500 (Central Daylight Time),911057964.5234989
Wed Apr 28 2021 09:35:00 GMT-0500 (Central Daylight Time),592936524.4582384
Wed Apr 28 2021 09:36:00 GMT-0500 (Central Daylight Time),1097880848.5011241
Wed Apr 28 2021 09:37:00 GMT-0500 (Central Daylight Time),892415965.6262524
Wed Apr 28 2021 09:38:00 GMT-0500 (Central Daylight Time),863123953.8271422
Wed Apr 28 2021 09:39:00 GMT-0500 (Central Daylight Time),947302952.8855188
Wed Apr 28 2021 09:40:00 GMT-0500 (Central Daylight Time),971343260.4261112
Wed Apr 28 2021 09:41:00 GMT-0500 (Central Daylight Time),921067786.2298379
Wed Apr 28 2021 09:42:00 GMT-0500 (Central Daylight Time),868233763.2605559
Wed Apr 28 2021 09:43:00 GMT-0500 (Central Daylight Time),889342602.8929045
Wed Apr 28 2021 09:44:00 GMT-0500 (Central Daylight Time),863304492.5985347
Wed Apr 28 2021 09:45:00 GMT-0500 (Central Daylight Time),815935195.214649
Wed Apr 28 2021 09:46:00 GMT-0500 (Central Daylight Time),893954634.520606
Wed Apr 28 2021 09:47:00 GMT-0500 (Central Daylight Time),876392637.4627316
Wed Apr 28 2021 09:48:00 GMT-0500 (Central Daylight Time),910432118.6159592
Wed Apr 28 2021 09:49:00 GMT-0500 (Central Daylight Time),926431494.29108
Wed Apr 28 2021 09:50:00 GMT-0500 (Central Daylight Time),961429897.0649645
Wed Apr 28 2021 09:51:00 GMT-0500 (Central Daylight Time),923534462.2358761
Wed Apr 28 2021 09:52:00 GMT-0500 (Central Daylight Time),877135098.4155612
Wed Apr 28 2021 09:53:00 GMT-0500 (Central Daylight Time),898928825.1896391
Wed Apr 28 2021 09:54:00 GMT-0500 (Central Daylight Time),476338277.6857486
Wed Apr 28 2021 09:55:00 GMT-0500 (Central Daylight Time),2381390073.244745
Wed Apr 28 2021 09:56:00 GMT-0500 (Central Daylight Time),910910834.678427
Wed Apr 28 2021 09:57:00 GMT-0500 (Central Daylight Time),876144868.7963418
Wed Apr 28 2021 09:58:00 GMT-0500 (Central Daylight Time),926688134.4884408
Wed Apr 28 2021 09:59:00 GMT-0500 (Central Daylight Time),939769738.3052652
Wed Apr 28 2021 10:00:00 GMT-0500 (Central Daylight Time),505105902.45301354
Wed Apr 28 2021 10:01:00 GMT-0500 (Central Daylight Time),560717488.1111174
Wed Apr 28 2021 10:02:00 GMT-0500 (Central Daylight Time),971795217.542978
Wed Apr 28 2021 10:03:00 GMT-0500 (Central Daylight Time),549595270.2159193
Wed Apr 28 2021 10:04:00 GMT-0500 (Central Daylight Time),620000777.0646918
Wed Apr 28 2021 10:05:00 GMT-0500 (Central Daylight Time),764324918.9037771
Wed Apr 28 2021 10:06:00 GMT-0500 (Central Daylight Time),682916023.8030605
Wed Apr 28 2021 10:07:00 GMT-0500 (Central Daylight Time),594214408.3700931
Wed Apr 28 2021 10:08:00 GMT-0500 (Central Daylight Time),681550390.8787677
Wed Apr 28 2021 10:09:00 GMT-0500 (Central Daylight Time),22390196227.270164
